id,n_clusters,idA,idB,rpd:davies_bouldin,rpd:dunn_index,rpd:calinski_harabasz,rpd:silhouette,rpdBin:davies_bouldin,rpdBin:dunn_index,rpdBin:calinski_harabasz,rpdBin:silhouette,best:silhouette,best:calinski_harabasz,best:dunn_index,best:davies_bouldin
0D98PEF9HK05HPN397CA-KG7AC43EK84Y1VNTETAT,4,0D98PEF9HK05HPN397CA,KG7AC43EK84Y1VNTETAT,19.72292173445821,75.32218377653619,70.81732982949711,27.96441608251921,20,75,71,28,B,B,B,B
0F345SPR13M7D1E4SWEH-81W9C6MJ2QG0A8Q7GMKG,3,0F345SPR13M7D1E4SWEH,81W9C6MJ2QG0A8Q7GMKG,2.2796785865170017,2.7180482487819813,11.946051163378742,0.1867348300526305,2,3,12,0,A,B,A,A
0F8VNT32D1K7VST5YNEA-XSA86Z9H391E0FKWMB96,5,0F8VNT32D1K7VST5YNEA,XSA86Z9H391E0FKWMB96,1.2911382253142698,37.490615200076846,29.426171885145703,0.3821419281360376,1,37,29,0,B,A,A,A
0FGQQRPPEVZWQ6ESQRWS-782YFWS8SM8EY3W351K3,2,0FGQQRPPEVZWQ6ESQRWS,782YFWS8SM8EY3W351K3,10.67847586759954,16.278170027989137,34.957558772515604,11.8950168338985,11,16,35,12,A,A,A,A
0H1HTWQ5SF4HPN5NWNZF-ZEY8V1M48W8A13RWDGEB,5,0H1HTWQ5SF4HPN5NWNZF,ZEY8V1M48W8A13RWDGEB,9.03562827192817,42.00493085482836,14.411997090499092,3.6329173735401,9,42,14,4,A,B,B,A
0JGSQYMN58NRJY8TTDT9-BXWTGS7W4J3RC9FWHV7R,3,0JGSQYMN58NRJY8TTDT9,BXWTGS7W4J3RC9FWHV7R,6.588194203837573,13.41554681832633,21.243496629554468,3.729567390646293,7,13,21,4,B,B,B,B
0JGSQYMN58NRJY8TTDT9-BXWTGS7W4J3RC9FWHV7R,3,0JGSQYMN58NRJY8TTDT9,BXWTGS7W4J3RC9FWHV7R,6.588194203837573,13.41554681832633,21.243496629554468,3.729567390646293,7,13,21,4,B,B,B,B
0KFQ8MF3KTQMGAQTHBFE-101VCKQ936BF97M5S3V8,3,0KFQ8MF3KTQMGAQTHBFE,101VCKQ936BF97M5S3V8,11.32835227488529,11.503869214606771,32.07802541853816,7.848090702321488,11,12,32,8,A,A,A,A
0KFQ8MF3KTQMGAQTHBFE-101VCKQ936BF97M5S3V8,3,0KFQ8MF3KTQMGAQTHBFE,101VCKQ936BF97M5S3V8,11.32835227488529,11.503869214606771,32.07802541853816,7.848090702321488,11,12,32,8,A,A,A,A
0KFQ8MF3KTQMGAQTHBFE-101VCKQ936BF97M5S3V8,3,0KFQ8MF3KTQMGAQTHBFE,101VCKQ936BF97M5S3V8,11.32835227488529,11.503869214606771,32.07802541853816,7.848090702321488,11,12,32,8,A,A,A,A
0KPXXA0PWHKV5QV2YN8J-MTMH6AJF4GYY2D79P2EW,5,0KPXXA0PWHKV5QV2YN8J,MTMH6AJF4GYY2D79P2EW,29.45757859890866,49.74210269569277,1.0925848282258586,7.857722855428313,29,50,1,8,A,B,B,A
0M1CPSSSTX0DXDKKXRPB-MTJ5XG4MG0XYZKE3JPMY,5,0M1CPSSSTX0DXDKKXRPB,MTJ5XG4MG0XYZKE3JPMY,0.5114104999473058,38.84488718508562,5.492963164348871,2.085907605419121,1,39,5,2,A,B,B,B
0M1CPSSSTX0DXDKKXRPB-MTJ5XG4MG0XYZKE3JPMY,5,0M1CPSSSTX0DXDKKXRPB,MTJ5XG4MG0XYZKE3JPMY,0.5114104999473058,38.84488718508562,5.492963164348871,2.085907605419121,1,39,5,2,A,B,B,B
0NENM8PYWDE3NDJ9HDDP-1AQW1JHD1XTD3KGCSHXY,4,0NENM8PYWDE3NDJ9HDDP,1AQW1JHD1XTD3KGCSHXY,2.1815691509919413,6.151148549539497,5.687716154166908,2.7943778260808947,2,6,6,3,B,B,B,B
0NQRPX3HJY6HPQX3MWSX-P4QSB796NGAP4XAXP8PC,3,0NQRPX3HJY6HPQX3MWSX,P4QSB796NGAP4XAXP8PC,6.2055998780259785,29.17809728984863,1.926567620145312,1.4073326667485504,6,29,2,1,A,B,A,A
0P0X47V171MG1HCGR2ST-DW39GYXH63FE3B9E5GA0,3,0P0X47V171MG1HCGR2ST,DW39GYXH63FE3B9E5GA0,20.046894637206883,40.39975390876155,53.73713565165226,28.476966007312804,20,40,54,28,B,B,B,B
0Q18W6SM38GJX76NDTMK-6VVS86B49VVH1FK4FWQB,5,0Q18W6SM38GJX76NDTMK,6VVS86B49VVH1FK4FWQB,27.146410642881342,0.9331737697773208,43.16954750813095,19.66077520515729,27,1,43,20,B,B,A,B
0Q3PFGPPAQSEJB45BZAZ-X5ZKR37VQYWVJ15VWFYF,2,0Q3PFGPPAQSEJB45BZAZ,X5ZKR37VQYWVJ15VWFYF,22.18650838596956,47.16523118808218,79.03285580044466,29.99853865074073,22,47,79,30,A,A,A,A
0QGX4FA37ES419EA00ZD-CKSPXKV1N8BZF1W2WM48,4,0QGX4FA37ES419EA00ZD,CKSPXKV1N8BZF1W2WM48,25.44098082089905,2.784085229254884,27.095127524190925,25.15008582954762,25,3,27,25,A,A,A,A
0QGX4FA37ES419EA00ZD-CKSPXKV1N8BZF1W2WM48,4,0QGX4FA37ES419EA00ZD,CKSPXKV1N8BZF1W2WM48,25.44098082089905,2.784085229254884,27.095127524190925,25.15008582954762,25,3,27,25,A,A,A,A
0QQE5V0BY362N1BA8PF7-SCN7M5JJ82MXQH5730B9,5,0QQE5V0BY362N1BA8PF7,SCN7M5JJ82MXQH5730B9,0.7667363295746267,41.6144068709951,3.7568783582252623,3.904966932253704,1,42,4,4,B,B,B,B
0QSPGH3SPW138GWBAVRA-24Q9RHH9RVDMZ8R0JWB4,2,0QSPGH3SPW138GWBAVRA,24Q9RHH9RVDMZ8R0JWB4,12.159055237355156,15.936681924897044,30.70689195213641,7.522961640238631,12,16,31,8,B,B,B,B
0QT6MFY1STBFBHMAH6J5-R3H8XPV95RSGQSFSM16V,2,0QT6MFY1STBFBHMAH6J5,R3H8XPV95RSGQSFSM16V,7.083822085523432,1.2986079192029063,5.069981384974931,4.357622878233508,7,1,5,4,A,A,A,A
0RD0RYHM21NZR7WCC9ER-60DF9JMM8Q91WP2XQ2C3,3,0RD0RYHM21NZR7WCC9ER,60DF9JMM8Q91WP2XQ2C3,7.937719411910421,9.0753731891372,26.511095870864796,8.05348961953049,8,9,27,8,A,A,A,A
0T2BER01MA8KKAN56EYV-FC2W7M41507VPRKR59G1,5,0T2BER01MA8KKAN56EYV,FC2W7M41507VPRKR59G1,0.3162749439699968,0.359892026548626,18.07317959340159,2.469909311990516,0,0,18,2,A,A,B,B
0WBD1PDM0M3B4HQD30WK-2MQHP3HYF85AXSP6V27Z,2,0WBD1PDM0M3B4HQD30WK,2MQHP3HYF85AXSP6V27Z,4.451090752547068,5.702243023425083,21.538723197589043,0.0308121716092405,4,6,22,0,A,B,B,B
0YV40E8DSCCK6MM8P7R6-WV9MTCW7C6XEAVM4CY03,5,0YV40E8DSCCK6MM8P7R6,WV9MTCW7C6XEAVM4CY03,20.425944607907702,54.6900210021677,55.76714929760921,22.25217004382456,20,55,56,22,A,A,A,A
10Y6AMWC58NRNHKZJ6Y8-F5TB0GXWVHGWKX1Y725W,2,10Y6AMWC58NRNHKZJ6Y8,F5TB0GXWVHGWKX1Y725W,4.610454791474237,15.469912355057511,25.654278564711795,9.066310983891103,5,15,26,9,B,B,B,B
10Y6AMWC58NRNHKZJ6Y8-JTXQB1MX33RQW2PC1P08,2,10Y6AMWC58NRNHKZJ6Y8,JTXQB1MX33RQW2PC1P08,22.38329838447453,58.53025785936339,91.972560010633,40.82934020002117,22,59,92,41,B,B,B,B
12KAM1NATN0AH5BTTC0G-V1YGRYB74CFT0198DE6K,2,12KAM1NATN0AH5BTTC0G,V1YGRYB74CFT0198DE6K,27.7894102751606,34.441457674933154,67.06664626256604,35.73366623449939,28,34,67,36,B,B,B,B
12Y74D8C6SK4P4ENE3KQ-8GWGZ4TX0JMYC7F1EF8G,3,12Y74D8C6SK4P4ENE3KQ,8GWGZ4TX0JMYC7F1EF8G,58.62251780909315,40.552611939156,68.97147228838283,40.62568688379818,59,41,69,41,A,A,A,A
13HZ9SYSXW3JK491XK94-BY9YHS9G718AAFHXJAPS,3,13HZ9SYSXW3JK491XK94,BY9YHS9G718AAFHXJAPS,10.780395333898625,19.77829291500172,1.0539690307946663,9.358565588710643,11,20,1,9,A,B,B,A
13PT2NM7HPMPHP7YNP19-QQ2H3T47VNNMWGHB9DD4,2,13PT2NM7HPMPHP7YNP19,QQ2H3T47VNNMWGHB9DD4,26.634923936724004,21.68964092249934,36.42968382088432,22.404336525248244,27,22,36,22,A,A,A,A
144CHFKE7PQAQHCJ2GQP-VN4YWP6H7FJFPT8JJ3ZR,2,144CHFKE7PQAQHCJ2GQP,VN4YWP6H7FJFPT8JJ3ZR,4.080545576619019,1.1292989923044618,14.817488544200245,1.887459950864704,4,1,15,2,B,B,A,B
14H3CTKQDPG1G27ND8F2-AGV12ZNTTZ9HXWM8EXJ3,2,14H3CTKQDPG1G27ND8F2,AGV12ZNTTZ9HXWM8EXJ3,30.03146393090416,28.587314591295275,64.03861856390493,36.62784395141114,30,29,64,37,B,B,B,B
151YK81ZYPSH0X7QGWET-78Q3C12V9JTSZHGAPAF7,2,151YK81ZYPSH0X7QGWET,78Q3C12V9JTSZHGAPAF7,17.952698484434794,11.26514169751734,21.81024981124119,0.9917357421147076,18,11,22,1,B,A,A,B
1560R9HXD4H7TKN3E1XR-5T0JDD75WP43B7VVBD0D,3,1560R9HXD4H7TKN3E1XR,5T0JDD75WP43B7VVBD0D,12.077637097061316,10.501015259432718,0.8294308825567387,7.356110161112063,12,11,1,7,A,A,A,A
15V5FG1NJH8XZMJ8MS3T-A3JDWD9NR306FJ16FTFE,3,15V5FG1NJH8XZMJ8MS3T,A3JDWD9NR306FJ16FTFE,0.5360378790982511,48.938520440360215,0.712205097970323,8.72064879545153,1,49,1,9,A,B,A,B
15YGVGA4MB2T5Y4KKY6B-TM74B00S1CJN2GZXM6EF,4,15YGVGA4MB2T5Y4KKY6B,TM74B00S1CJN2GZXM6EF,1.3875311617605215,74.01816291292562,11.509446502713336,13.271225065661431,1,74,12,13,B,B,B,B
16Z3EVPZGAH0GACPDEXD-B0R66P1XF8SA6CASGKQE,2,16Z3EVPZGAH0GACPDEXD,B0R66P1XF8SA6CASGKQE,6.761223478820607,7.917445992370599,5.087333441910475,1.0303746776598963,7,8,5,1,A,B,A,B
1883S2JA6T7QJR7CQ1PS-5N0KHFQZH51FAGZ5SKWS,2,1883S2JA6T7QJR7CQ1PS,5N0KHFQZH51FAGZ5SKWS,9.646710364980052,2.7974805687061437,8.13745440911168,1.628006954446267,10,3,8,2,B,A,B,A
18EAHHRH7705M5TDD012-499KYKZEF8SGHS4CCT5T,5,18EAHHRH7705M5TDD012,499KYKZEF8SGHS4CCT5T,16.98140970935723,40.52195849157478,13.648614985441036,1.2804238071161658,17,41,14,1,B,A,A,B
18MNYQ1ENA0YN0Z9E0X0-GEGF71XFXTSXNMJB0T2P,4,18MNYQ1ENA0YN0Z9E0X0,GEGF71XFXTSXNMJB0T2P,18.530919767727188,39.55153316837448,29.332399276005443,15.343657495209731,19,40,29,15,B,B,B,B
198EVES7BA4DDJWG4WT0-VF6WVYRQGNAMW74FTX1J,3,198EVES7BA4DDJWG4WT0,VF6WVYRQGNAMW74FTX1J,24.91914590789218,109.91169114445243,127.04662181010448,48.88815757764521,25,110,127,49,B,B,B,B
1AQW1JHD1XTD3KGCSHXY-KXEYW90SF83CW112T2VJ,4,1AQW1JHD1XTD3KGCSHXY,KXEYW90SF83CW112T2VJ,20.162845952160332,82.19998897790312,79.77450455037561,22.993925378496467,20,82,80,23,B,B,B,B
1B9WA0ZRKD8SXV8AYK19-XHQ38V2Y73P667F79WHN,2,1B9WA0ZRKD8SXV8AYK19,XHQ38V2Y73P667F79WHN,7.001349395614394,3.646130754131734,11.102356974258528,7.997672170012914,7,4,11,8,A,A,A,A
1BXTYEV3VNMN7V0948NY-G2HQ07V0PDY8TAYW6FR9,2,1BXTYEV3VNMN7V0948NY,G2HQ07V0PDY8TAYW6FR9,3.658726994011848,7.693285356894688,14.496200114467634,4.354899268197948,4,8,14,4,B,B,B,B
1DFFWKHC04TZSW0T2BJD-Z4Q78KJ41E8G8GMWMQWW,5,1DFFWKHC04TZSW0T2BJD,Z4Q78KJ41E8G8GMWMQWW,15.584467301985788,28.143143069864237,49.19215010740072,19.78272029428804,16,28,49,20,B,B,B,B
1E27CE9ZVX6FKTJAJ3KE-8QAW692NCXW9ST87WF54,2,1E27CE9ZVX6FKTJAJ3KE,8QAW692NCXW9ST87WF54,23.44459154136637,23.242210471145757,54.98150971589173,23.546948729312977,23,23,55,24,B,B,B,B
1E2E2DGMD24PVA7X2EZ2-Z1WVDNK4RA6ACQ1E9Y0Y,5,1E2E2DGMD24PVA7X2EZ2,Z1WVDNK4RA6ACQ1E9Y0Y,2.473395704709932,14.09979473261278,7.2010454370029215,6.184070576102553,2,14,7,6,B,B,B,B
1E599A14BFW1W8N11GJR-E7Z8T949G5GGCSYW2ZSV,2,1E599A14BFW1W8N11GJR,E7Z8T949G5GGCSYW2ZSV,67.10140151718275,86.13115735773556,149.7531583709303,77.61336039062031,67,86,150,78,B,B,B,B
1EQ77NRYQ6KJ56E2714P-K7C0WJWA3TC0K3H4381Z,2,1EQ77NRYQ6KJ56E2714P,K7C0WJWA3TC0K3H4381Z,3.7178564316793175,15.795531665138352,19.472466971638877,6.872378507796846,4,16,19,7,A,A,A,B
1F6T8XWXAY5MXFEE1ZTH-YE76A1QDKCP85H90NB32,3,1F6T8XWXAY5MXFEE1ZTH,YE76A1QDKCP85H90NB32,43.6557945824738,59.04124640663909,93.61803632787816,19.3001983882506,44,59,94,19,B,B,B,B
1F97SXJF4K3X269PANN6-QZYD9PPXWBMH3FCF3K5N,2,1F97SXJF4K3X269PANN6,QZYD9PPXWBMH3FCF3K5N,28.257635407681462,39.8806443934861,78.55502959472581,36.26929849641484,28,40,79,36,A,A,A,A
1FHBJWD93B301W8WR8NB-X1X18B94MK7A4B0AXESH,3,1FHBJWD93B301W8WR8NB,X1X18B94MK7A4B0AXESH,19.70403813908708,37.44450348085352,76.20908625375937,26.16378135639745,20,37,76,26,B,B,B,B
1GDAE26W9JBHMDBXZMW0-2MWT5C0QXAKGNBFCCGAW,5,1GDAE26W9JBHMDBXZMW0,2MWT5C0QXAKGNBFCCGAW,23.295561773740765,73.10973014472187,33.148776848126936,31.763257348189292,23,73,33,32,B,B,B,B
1KD7GNR5FWVYN43RA4WX-NAR49C8QA2VKJQ47ND4H,4,1KD7GNR5FWVYN43RA4WX,NAR49C8QA2VKJQ47ND4H,11.669133572053164,22.642774090489024,58.15269894009235,26.021922818721382,12,23,58,26,B,B,B,B
1KGHNBT2DJ5MV0WXQVD5-B03G7R8RKRQJK46NPP15,3,1KGHNBT2DJ5MV0WXQVD5,B03G7R8RKRQJK46NPP15,0.7951901804679952,0.3934290664888086,23.385325972358427,0.5106017205653871,1,0,23,1,B,B,B,B
1MS0M45HTJEHERBX2R4G-RCTR9JFCTS1Z4Z9S2V1Q,4,1MS0M45HTJEHERBX2R4G,RCTR9JFCTS1Z4Z9S2V1Q,15.151429898569708,30.18262326766392,22.596857701976624,0.405640921453911,15,30,23,0,B,B,B,A
1NA9CDN3MM5MQ5QQDRBR-S3Q1Q2RER3V3BPFSME2T,2,1NA9CDN3MM5MQ5QQDRBR,S3Q1Q2RER3V3BPFSME2T,29.85414227855568,28.31346031509467,48.22377476214216,26.26927471090943,30,28,48,26,B,B,B,B
1NF4ZG2Q62Y7SYCV1WRJ-CNWQE2DNPMQSYFZBHHVN,5,1NF4ZG2Q62Y7SYCV1WRJ,CNWQE2DNPMQSYFZBHHVN,13.61320190296514,67.05291967843448,32.47315935110288,13.53380658512011,14,67,32,14,B,B,B,B
1PK4R7GTBV5R9V3E6XXP-JP9EBD99TM8WHWHNJM9D,5,1PK4R7GTBV5R9V3E6XXP,JP9EBD99TM8WHWHNJM9D,30.199198442175877,92.1253598104373,87.89231421730712,34.70336918026374,30,92,88,35,A,A,A,A
1PMHEJD96XF8KCVZDPQM-EA7WVQFGJ4N45XT9KQ4X,5,1PMHEJD96XF8KCVZDPQM,EA7WVQFGJ4N45XT9KQ4X,29.42473466825706,50.76789950325238,83.32887968372964,25.734939166064542,29,51,83,26,B,B,B,B
1RHZD11ZK7T2ZBWN8RDZ-ZC19YH16RA2JAP7STN4J,3,1RHZD11ZK7T2ZBWN8RDZ,ZC19YH16RA2JAP7STN4J,2.49863329460984,0.9496100653231874,8.009151035281274,0.8468123786647682,2,1,8,1,A,B,A,A
1RVWF7K7RMP7B7W7362Y-2EBTSR67QV4DW516PK5C,5,1RVWF7K7RMP7B7W7362Y,2EBTSR67QV4DW516PK5C,19.68639867477767,79.44425187115151,58.9263554373059,25.000094612153145,20,79,59,25,A,A,A,A
1RZQ0DRE2G3787C1KJPD-NYWPHMNEWC5Z6V0KYEHF,4,1RZQ0DRE2G3787C1KJPD,NYWPHMNEWC5Z6V0KYEHF,4.252872464113256,5.02618950200531,0.9500440959580492,0.9825810914342836,4,5,1,1,A,B,A,B
1RZZSKF2TZFQZMQ9VCX7-A3GASRKBX4584T3TJTND,5,1RZZSKF2TZFQZMQ9VCX7,A3GASRKBX4584T3TJTND,22.96403124510526,65.12921704862131,67.80833933780193,16.893222210227034,23,65,68,17,A,A,A,A
1S58VHQTFVVM5XBQDRP3-V7QE6EDD3BTAWQCAKE7V,3,1S58VHQTFVVM5XBQDRP3,V7QE6EDD3BTAWQCAKE7V,4.836868643374673,40.04691891198274,32.99271773488449,6.407831678697123,5,40,33,6,B,B,B,B
1SP9CNZT15VZZ26R17DE-KVSJN0WWYYQEBK1JNM87,5,1SP9CNZT15VZZ26R17DE,KVSJN0WWYYQEBK1JNM87,10.009847233817732,27.772764483347025,7.705309309179957,0.2496756918632424,10,28,8,0,A,A,A,A
1SRBQ32K1RDZJB5FEHBV-SNF0YEGZ1BP2HXAXXNMH,2,1SRBQ32K1RDZJB5FEHBV,SNF0YEGZ1BP2HXAXXNMH,15.682235870359746,31.666048279261272,38.92737044261166,19.022638763091976,16,32,39,19,A,A,A,A
1VWQ50YW8K2007P0PGZK-Q99X42X6X4T9PV2V4JRC,5,1VWQ50YW8K2007P0PGZK,Q99X42X6X4T9PV2V4JRC,0.7121215373897171,3.504062404843554,18.433222480174656,1.0886353495738996,1,4,18,1,A,A,B,A
1W6SYN8BV79XWZ1XTWNK-XDAZW5GE896TQS05Z992,5,1W6SYN8BV79XWZ1XTWNK,XDAZW5GE896TQS05Z992,14.072632668601145,51.476604680479454,52.66989463090279,23.76940627231744,14,51,53,24,A,A,A,A
1X745R79RNB0BYTBXAC5-AZ843HXCQ4F1848BATD5,3,1X745R79RNB0BYTBXAC5,AZ843HXCQ4F1848BATD5,10.94909718749379,13.343362605684622,26.048926105045023,8.53097284712553,11,13,26,9,B,B,A,B
1X745R79RNB0BYTBXAC5-AZ843HXCQ4F1848BATD5,3,1X745R79RNB0BYTBXAC5,AZ843HXCQ4F1848BATD5,10.94909718749379,13.343362605684622,26.048926105045023,8.53097284712553,11,13,26,9,B,B,A,B
1XTZ54TH2VAR4HG1FDSW-GPFDTQ1NCTMQW8X2P3KT,5,1XTZ54TH2VAR4HG1FDSW,GPFDTQ1NCTMQW8X2P3KT,12.264308297572535,37.93225473227709,28.47617512777274,8.273385917344696,12,38,28,8,B,B,B,B
1YR8V2CXCGVAWEY6CYE1-2108P4JD16W2SYNKXZ08,3,1YR8V2CXCGVAWEY6CYE1,2108P4JD16W2SYNKXZ08,14.968423539760511,18.810254413466875,57.22147938899912,10.554531632283362,15,19,57,11,A,A,A,A
200JFPYDBJX8V17TXHKY-ZTTVA6E0DTZSDEHCCX82,5,200JFPYDBJX8V17TXHKY,ZTTVA6E0DTZSDEHCCX82,28.10815749047749,94.88522397962882,47.20079174234738,21.592024835605,28,95,47,22,A,A,A,A
205GQS4YY9SNFJ6JQMNY-GK6RKATXA3ET6TV1125H,4,205GQS4YY9SNFJ6JQMNY,GK6RKATXA3ET6TV1125H,30.4080342812244,24.97066266028165,39.24475281937488,20.44413850300551,30,25,39,20,A,A,A,A
20PH8TYRPVA32KJFRB71-4ZBJ4NM2GY35719QBGK0,4,20PH8TYRPVA32KJFRB71,4ZBJ4NM2GY35719QBGK0,11.067824369934874,2.319063426537771,36.80415317950344,17.886429765359534,11,2,37,18,A,A,A,A
20WTRYARKRZSGNMN713W-Y9PBNTM5GBF27TY1EP5K,4,20WTRYARKRZSGNMN713W,Y9PBNTM5GBF27TY1EP5K,19.436717660926544,33.36774497623356,23.064937328996077,15.898690425514522,19,33,23,16,B,B,B,B
21D25R9NXYK8ZDX2H2FF-FJYABNT6WPR227PTFAQ5,2,21D25R9NXYK8ZDX2H2FF,FJYABNT6WPR227PTFAQ5,10.66764764642528,16.627267440140894,53.70324586795512,14.433660754851562,11,17,54,14,A,A,A,A
