id,n_samples,n_clusters,davies_bouldin,dunn_index,calinski_harabasz,silhouette
0P0X47V171MG1HCGR2ST,1000,3,0.8417379161725421,0.7476086374113369,430.8529636624793,0.321070272960844
0Q18W6SM38GJX76NDTMK,1000,5,1.1596048363729823,0.6202954412787207,477.9917387440778,0.35376876193053397
0Q3PFGPPAQSEJB45BZAZ,1000,2,0.9548216065911986,1.5911372711849512,531.9370943261272,0.3687818002770172
0QGX4FA37ES419EA00ZD,1000,4,0.8738871774821769,1.0388628045867485,406.11375646472726,0.39382529107810826
0QQE5V0BY362N1BA8PF7,1000,5,0.651225625020647,1.4362468641558195,1088.8438057564506,0.47532194684580864
0QSPGH3SPW138GWBAVRA,1000,2,0.688086490992261,1.779784986911533,651.434074415319,0.44054524608810564
0QT6MFY1STBFBHMAH6J5,1000,2,0.7597313111775317,1.5089694159984106,579.8664614642921,0.3982151120703682
0RD0RYHM21NZR7WCC9ER,1000,3,0.6952055054734291,2.279700105208194,967.0498471487825,0.46061742514338416
0T2BER01MA8KKAN56EYV,1000,5,0.6624740043686226,0.8197489518034116,954.9748532629044,0.4453709496209431
0WBD1PDM0M3B4HQD30WK,1000,2,0.8718336695748092,1.3705360733413063,381.50094675084756,0.3478177288752521
0YV40E8DSCCK6MM8P7R6,1000,5,0.7467422270603181,0.886525084396816,772.838501675492,0.37094703350974356
101VCKQ936BF97M5S3V8,1000,3,0.735650821602475,1.3244919832407767,637.6265817322789,0.4210998663361497
10Y6AMWC58NRNHKZJ6Y8,1000,2,1.179457568216548,1.0062039246583576,232.2341222817352,0.26780351747157055
12B45VWP2ZHZW6R2R44E,1000,5,0.936337167259165,0.9528406228186296,601.3281025080223,0.3535989175962218
12KAM1NATN0AH5BTTC0G,1000,2,1.617682438010185,0.6654122155275387,80.68956019719207,0.17969625764568128
12Y74D8C6SK4P4ENE3KQ,1000,3,0.683723906227875,1.8930463157968536,1174.013216415209,0.48564972601744955
13HZ9SYSXW3JK491XK94,1000,3,0.7039309725043387,1.0832575224709595,604.186690642403,0.42265335141149574
13PT2NM7HPMPHP7YNP19,1000,2,0.8339995239427456,1.4410256555086005,438.5605207335448,0.3728953116083794
144CHFKE7PQAQHCJ2GQP,1000,2,0.7029873164003823,1.8550593771701074,728.2240053045346,0.4328846035969872
14H3CTKQDPG1G27ND8F2,1000,2,1.8852962530080428,0.5983783010496594,77.374814476454,0.16037029794898391
151YK81ZYPSH0X7QGWET,1000,2,0.907361391147517,1.658504857908243,595.4693397840167,0.3874020138999615
1560R9HXD4H7TKN3E1XR,1000,3,0.8043477240148568,1.3293854321496055,734.9585576654497,0.4788220623024908
15V5FG1NJH8XZMJ8MS3T,1000,3,0.7678032596734147,1.558457345574181,673.5858197609573,0.42558969503259536
15YGVGA4MB2T5Y4KKY6B,1000,4,0.7845852131800549,0.586687635993303,799.6493823703337,0.3479489299280467
16Z3EVPZGAH0GACPDEXD,1000,2,0.7099334629057432,1.8980956269888496,752.8354007932065,0.44210437764051946
1883S2JA6T7QJR7CQ1PS,1000,2,0.8525909548799224,1.388894759481104,397.18703930510577,0.3597040045496401
18EAHHRH7705M5TDD012,1000,5,0.897143205005549,1.3075014061667762,763.0507161231084,0.39598682703675586
18MNYQ1ENA0YN0Z9E0X0,1000,4,0.9084197809201979,1.2774518162628383,787.6743217028221,0.385276752354006
198EVES7BA4DDJWG4WT0,1000,3,1.0189016419828747,0.6723678244793563,338.8955459515534,0.2727833097809429
1AQW1JHD1XTD3KGCSHXY,1000,4,0.8474072102303555,1.0388959863239444,544.1280589424096,0.37449926967781466
1B9WA0ZRKD8SXV8AYK19,1000,2,0.999960615070483,1.1020832888617844,256.8762647904468,0.3084222405202753
1BXTYEV3VNMN7V0948NY,1000,2,0.6859408650599133,1.648332498568544,700.8280715193685,0.41659752390506266
1DFFWKHC04TZSW0T2BJD,1000,5,1.1158461411974887,0.6265033191396362,406.1715326100442,0.32750988916606205
1E27CE9ZVX6FKTJAJ3KE,1000,2,0.8596849089847101,1.4076740488984583,437.9173111942457,0.3387116384032982
1E2E2DGMD24PVA7X2EZ2,1000,5,1.0296938269497131,0.9073907062318541,697.7171605078637,0.3154524424230154
1E599A14BFW1W8N11GJR,1000,2,1.7000850139905246,0.6427694217501402,78.59785160002734,0.16752511200155384
1EQ77NRYQ6KJ56E2714P,1000,2,0.6895775915923672,2.1188170079657813,1007.2777161779435,0.4731247296539459
1F6T8XWXAY5MXFEE1ZTH,1000,3,1.3804542757357094,0.7968478682210531,276.3880384706699,0.3353867650306165
1F97SXJF4K3X269PANN6,1000,2,0.9928403449133908,1.3560095342037337,360.5418074696125,0.33951731851794736
1FHBJWD93B301W8WR8NB,1000,3,1.0269960487820322,0.7639437252525011,371.28398014430263,0.2617787880479561
1GDAE26W9JBHMDBXZMW0,1000,5,0.9246948606092757,0.5786521533351836,619.1772657414068,0.3268199874681016
1KD7GNR5FWVYN43RA4WX,1000,4,0.686703413420637,1.732106755097941,780.0644710560807,0.39354658714973073
1KGHNBT2DJ5MV0WXQVD5,1000,3,0.8592184065333391,1.3926021727247977,704.1750708361567,0.42000864721688824
1MS0M45HTJEHERBX2R4G,1000,4,0.7079611992145984,0.687623396917312,788.1905482338939,0.3826793985352317
1NA9CDN3MM5MQ5QQDRBR,1000,2,1.609798714100658,0.6837852598412343,104.38035086347848,0.1947261573279701
1NF4ZG2Q62Y7SYCV1WRJ,1000,5,0.7833618809290271,1.0567139024276933,813.7519247393993,0.39150287246681537
1PK4R7GTBV5R9V3E6XXP,1000,5,0.6717722281131928,1.2692339334445768,1047.1638722675814,0.4567804948664383
1PMHEJD96XF8KCVZDPQM,1000,5,1.3269397017415674,0.384127274519397,269.52948512533425,0.27184211929293284
1RC72T5A452FWTVEGX39,1000,4,1.1506383080865112,0.902054712029354,505.8887336874352,0.3188229830380341
1RHZD11ZK7T2ZBWN8RDZ,1000,3,0.9825138077125902,1.0423919401429622,514.3416798716441,0.420214881986399
1RVWF7K7RMP7B7W7362Y,1000,5,0.8591916045069032,1.5679371530653858,754.8921478259952,0.390052420272182
1RZQ0DRE2G3787C1KJPD,1000,4,0.7131268193307181,0.9421395334776642,655.4840356651014,0.4313452158458426
1RZZSKF2TZFQZMQ9VCX7,1000,5,0.9514574558454181,0.728095596212612,699.2890115326495,0.36353448329196797
1S58VHQTFVVM5XBQDRP3,1000,3,0.62839841018125,0.9384678376239294,711.5197264515693,0.455034563411236
1SP9CNZT15VZZ26R17DE,1000,5,0.8818139999266869,0.8883206647200675,558.0453416847589,0.3616113176090764
1SRBQ32K1RDZJB5FEHBV,1000,2,0.5894611064464035,2.2380061506925184,1002.0264014707806,0.5139635982515971
1VWQ50YW8K2007P0PGZK,1000,5,0.8410839343115433,1.1042005007759799,802.2780128342667,0.41409177991897866
1W6SYN8BV79XWZ1XTWNK,1000,5,1.0559357945160184,1.310345094715426,926.0654738960948,0.3449289326338437
1X745R79RNB0BYTBXAC5,1000,3,0.6435742831035062,1.0948317940168182,739.346121845604,0.42529529865578886
1XTZ54TH2VAR4HG1FDSW,1000,5,0.6701993511336559,1.2722066388411997,1008.1589315785769,0.46198670286367977
1YR8V2CXCGVAWEY6CYE1,1000,3,0.8261024648421249,1.237614795610108,1137.6229040414235,0.42007667510385444
200JFPYDBJX8V17TXHKY,1000,5,0.5719787134236569,2.806278479218745,1558.5029160755748,0.5264562284055879
205GQS4YY9SNFJ6JQMNY,1000,4,1.2257361233362776,0.8418124187810676,342.67146604286387,0.24676276209666378
20PH8TYRPVA32KJFRB71,1000,4,0.7533066695379047,1.3601319349270768,554.9208452735108,0.3772662499109716
20WTRYARKRZSGNMN713W,1000,4,0.8106062300728154,1.3221943946867512,779.8051704471618,0.35834804781006335
2108P4JD16W2SYNKXZ08,1000,3,0.9597602092936963,1.0248290718907158,631.4718181314208,0.3779620502511234
21D25R9NXYK8ZDX2H2FF,1000,2,0.8691259341976624,1.3342539583623017,448.81136071877955,0.364686645106558
21E8VZBZRK9ZPK819CWX,1000,3,0.633799770047328,1.9094465618395096,1198.004359221739,0.5406730430161113
21FMS8GADT8E3P7CXRXC,1000,3,1.0999882637895984,1.0929104751767453,484.1423635046892,0.3602701633829169
22VY99NRDAHM8F90YMJW,1000,3,0.5770115745396208,1.3613610013356703,1059.839570989087,0.5085251574801607
235S4B0PXBGHYTCGCKHN,1000,3,0.608308297347392,1.4843425166858701,1063.21830577698,0.4942564235171567
239N5FFXB2HQFHCT6NDB,1000,3,0.6405850126381359,1.7520843038498686,1122.1834876395712,0.5511770112523589
248BB292JVYM47NDVPSW,1000,3,0.6519328262737099,1.7621409248943853,1089.0876181083204,0.5287747556723547
24Q9RHH9RVDMZ8R0JWB4,1000,2,0.6092165917773282,2.0879818349064485,887.7522088943158,0.47498265239228704
2563ZSNG104Q5DAP7S14,1000,3,1.441330614418505,0.9489297394795194,327.25561322088356,0.2954458772405521
26FNQH23W9X7Y3RQYPY0,1000,3,0.6130476954832593,1.9791464005526076,1243.3413005804089,0.5336142626487417
2AJ1T7SSMF1259AE824X,1000,4,1.0896955588907755,0.8291544957718249,385.1688308560051,0.3153376571708327
2B5HANDGR300YQ04KSDT,1000,4,0.7375262576758231,1.7504962453256758,841.0723613481804,0.4136533452289377
2BKXE26F5F7SK9V0T6C2,1000,4,0.8672867065881364,1.0044021557894454,522.4154681086732,0.36617778442652216
2C5575WYT6Y2Q31Z2FKJ,1000,4,0.608843475542091,1.8062478675921356,1677.870014486266,0.5012464185837565
2EBTSR67QV4DW516PK5C,1000,5,1.0468023930445598,0.6764277140829188,411.29604734794566,0.3033738130714794
2EMEEX6406FXCH5YGFJV,1000,5,0.8853983838136834,0.6399882852663742,738.415691704359,0.4423019997817936
2ERVETBWQK47CDGCMB9T,1000,4,0.6774923117803147,0.8930777848758283,634.9839914871986,0.4486707625134575
2FH1KY9NPG4K4DPCR456,1000,2,0.6479488405899059,1.843293550835064,858.6807550432093,0.45254432649608384
2FSZFJRPSA47ZPCYNWH2,1000,4,0.8486343262425905,0.811550808292066,953.5675308953221,0.3742386890845036
2FXCDQ2P5VGYT51PPT81,1000,2,0.6647821666151278,1.7752210099814076,805.352476868015,0.4333944918225287
2G2KBNSM0BCVPV5S5YCB,1000,4,0.7644987219948502,1.3464023378679977,838.8488509779206,0.3780713853641463
2HRRGX165DJKHT16H4P7,1000,3,0.6000013619387511,1.3836397664158502,975.3841698619474,0.4906976447575175
2JEHZ69X89WDD7QK5R9V,1000,5,0.9170895873238379,0.7863590000623374,726.3287143004646,0.34205569479469655
2KK0ZE5FDER703DQ4T8Z,1000,3,0.5167368841776592,3.8130038555268118,2183.524095523194,0.5939909869531843
2KSHYC28VYQTBPKSEKS9,1000,5,1.1492252533108758,0.45046067029027353,408.90239692583935,0.29177083351205657
2MQHP3HYF85AXSP6V27Z,1000,2,0.8338724068579434,1.4509809522135322,473.5886359001572,0.3477105751879327
2MSDFE4EV2KSKNNV4P6K,1000,3,0.7196916600943829,1.4741888931126832,712.0982448318989,0.43506503111110095
2MWT5C0QXAKGNBFCCGAW,1000,5,0.7317551884001955,1.2454503692464214,865.2044583957014,0.4502278376779212
2P0T14SQ0WF7Q5SV2F90,1000,2,0.9453564397689823,1.2186348773790667,296.4250361306051,0.3140417305610134
2Q0FNN2QZXMZSRF0D6ZW,1000,4,0.9592167649226251,1.3732569124479916,451.1383643861976,0.35480418162469984
2Q1QPMAZQEZ9131Z8WQH,1000,5,0.8046473053493116,0.7486443608906259,1118.87281570089,0.3799590046052134
2Q8QX84P388SEPSEQZ2R,1000,4,0.7741242274729637,0.5485317388033812,501.23686911224416,0.41205991001316383
2QWDAMD62JWBH8EWB731,1000,5,0.6621454078796146,1.023617321331678,870.640069887528,0.4422506011094745
2R187TFAFERTTSW1NH5P,1000,3,1.147526344699969,0.6575589498044728,253.89205456608826,0.28616875409021614
2S1DEGQYR8D26ESPPARC,1000,3,0.6653134876565111,1.9442776213127997,1301.2336841392912,0.4866022896224132
2TE2MN9AYR27F1RNPG39,1000,2,0.6921061814978945,2.2796126816023663,1082.3382958603568,0.48617167391153127
2VKXE0PNT6VPDH074J9J,1000,4,0.8808919079543588,0.3359112887795488,420.0086968517222,0.306871152864177
2X14SJ0RSP5AFEVTG5X7,1000,2,0.9309462789828981,1.1901725778713692,284.68658370648785,0.31138820935391986
2XMJ1TXBAAK6KKKAB5VY,1000,3,0.6794059303611832,1.6301126952803715,777.9002438461105,0.44645824570861015
2XXHBKTK897FZ18RXVCW,1000,3,1.5444445808167284,0.7958315873311705,264.48648446726884,0.2907167961400247
2YFB3V0B58M5M7Y2GE9Y,1000,3,0.7560413940903546,1.4101287559276554,752.8745319659268,0.5007277992732361
2YVSR46R9TBAYNBCEP3S,1000,2,1.2807030244498976,0.8505802665949492,135.09052860048226,0.21985477402388107
2ZPTA87P6Y846BZXJQWF,1000,5,0.9188950862636667,1.156382376318912,727.0359113012018,0.3806688837728567
308Z307DW7RH9BHG9BKZ,1000,2,0.7495973537245749,1.473772696314975,457.78744264051994,0.3943548777593516
30K14F4NSGYJBHCSN7V8,1000,5,0.9856780149472396,0.5265310944697373,609.8176690135994,0.42794939324246734
328NJ2DJT2BTQYJVAH3P,1000,4,1.8055043650790963,0.5677441225582445,190.9252864028614,0.2239969046761621
32CEXH20BWP7300N74E1,1000,4,0.8939355076061162,1.9518423795673643,672.8513152826434,0.369993871630847
32TDAGKPXW7VRS2B9GRB,1000,4,0.7653243389096747,1.4969872921314094,728.4798732820161,0.4424971645662251
342QZBKS9KWQG93NTPG9,1000,4,0.6866969832387421,1.007681698056147,782.9836518397475,0.44140241464569524
3499873Y4ZXGPMNEQN86,1000,4,0.7653428086528111,1.8106313374384315,1088.037867374967,0.433204790991215
34PHWP3MBR68CQ4CJVXJ,1000,3,0.7622565652429,1.3524480209113057,1073.1123006479531,0.4512789502652448
35J503NDX2QQJR4Q83CZ,1000,5,1.1298666136884876,0.5546766437755627,261.2150143513898,0.28186132561698174
36A9BASVFCJ7R3SC66YK,1000,3,0.5485121243781902,2.6209144567597082,1796.8038943161237,0.564755670038684
36MPE0J23RC70PK8Y2SK,1000,2,1.326490279097014,0.8645016003666194,170.10509263295506,0.23917977772256796
375WSXCHQ5G63Q66D0YX,1000,3,1.18377208611386,0.6507748824698091,256.3492471417161,0.26299055826148104
37WBNYT3THF3RFE4GMYM,1000,4,0.6799757147822771,0.6867771838311977,699.9140385133178,0.35624365946297787
37WVSYVH8ACEPQMQWPJR,1000,5,0.7605722044769216,1.7366345087847066,1154.3768766055189,0.44311904628077015
39A27K5F5A9HX9JRN7MJ,1000,3,1.516124872350227,0.7439734755123587,234.80370471592107,0.3205703643862718
39GZ7EDXPX3YJ0ZDZE8Q,1000,4,0.7493522674325864,1.2544173216651435,730.0269013255548,0.4046400072551546
39PV43BR0GJ24CNP53RD,1000,2,1.5134013759801657,0.7304190427839933,124.69886941453443,0.21314198968294212
3A5CKV3R1BX3C7SWATG3,1000,2,0.6931763342553008,1.6601089746143998,708.4454099794043,0.4158540309402152
3ADN0NC73DTPMJDGSXQC,1000,5,0.8556645057863616,0.7153168823264973,637.1778698548692,0.40388569966533305
3AE1K5R21QHS2NNYSNZZ,1000,3,0.571091406339585,2.26864032854039,1361.7191626889528,0.5607440739798177
3BBAH7SJ1H0BMECK2GSP,1000,2,0.7607363143209667,1.9315400364192028,833.7838508766152,0.432755810102289
3BG9KTYV64WNX5QGR58B,1000,2,0.7459686758710201,1.51328384785694,499.69146276037304,0.39694096775034177
3BN0K2K6PKCJB3BM5MCA,1000,5,0.745999188217654,0.7192727090555038,583.4053816519399,0.42031553447922193
3C3EF953SYH2383GJXAE,1000,4,1.9541351571922647,0.5120124056581059,154.90750018379072,0.1872406404789255
3C9TB3VJMT3STJPVKHB3,1000,2,0.745682156823616,1.5092994521662877,487.52029435264484,0.3976789480685563
3DSBBPJ4YH6E90T6GQJN,1000,5,1.5233686817496612,0.4411559930852857,289.4077900412118,0.1971164347204607
3EKTQDMYH3WSF4712RV1,1000,5,0.9916282632119099,0.7475137252588753,614.4282499455676,0.3866283261080099
3EVYZV7DKXFZVCZX3PJW,1000,3,0.6396255273806147,1.8163447927578635,1146.7419062761605,0.5453160142061879
3F9AW7DQQ700YWNE7B31,1000,5,0.6844634931153353,1.1938571301094572,898.3020805213508,0.44796788531301385
3F9DZX3EV5ZEWSY132WP,1000,3,0.6569303406352011,1.7876708762535178,883.4777525904695,0.5142833446735608
3FK0HSJ0VTKVDF5V9KG7,1000,5,0.6915534515812858,1.2965051226138424,1015.5911961874799,0.4604461570678849
3H2XJH37J2GSHC4KG192,1000,2,1.041968545995352,1.0738909619291386,245.42837561786357,0.29007130066375153
3H9Z5EV8FQQ190MYP8ZN,1000,3,1.2025495236087493,0.45413467290417875,170.71017058959276,0.24427141880339523
3HG3XXTXM1ZKMG9D4ZVQ,1000,2,2.2717361561424996,0.4751739943900309,48.747077555691156,0.1374035957841159
3J4DPW6KEVACBHKPPFBJ,1000,4,0.7617458531476722,1.8941786371482576,808.8571238807297,0.40392620038822785
3JENDNVFSG3176DTWWWF,1000,4,1.03663116071265,0.7924146916261823,365.3868929896772,0.28813213238581625
3JS2T44AQVXDT8SH9Y0W,1000,4,0.8569256023136889,0.5261197465371021,776.9469180189863,0.325740738884993
3K6SN1QCRDQTE2QSXT1H,1000,2,0.8131190690022443,1.4045608046100844,481.06632581669976,0.36921968281342427
3K879V10FA7VX271WX1Q,1000,2,0.632477639100606,1.9873972740471562,815.2277868044399,0.45983967032533846
3MSTPX2RJ8FR6JRRHM3R,1000,4,0.9224737825074683,0.6091813089412178,862.6003890210277,0.35059583525764926
3NNFD501HFE4BSMRCWVP,1000,2,1.4838284922151068,0.7392668740846462,99.31266705501578,0.200351067169026
3P67XMGFGV5DPD7FHMXE,1000,2,1.2552396119561475,1.0706769532914662,244.69680002774433,0.2693338941888283
3QTG47JCTR049PNHW80R,1000,3,0.6199534565203648,1.879230343662049,1082.8650165104973,0.48501973821845795
3QZHKC2D71Z3JDY43BRA,1000,4,0.9292569960296669,1.079746741179828,488.20088131011204,0.3787760471874025
3R8S3HXTV92T0YCNJBAC,1000,4,0.786161353055449,0.5236683580791719,438.64142833520077,0.35428297593536695
3R9EKDAVEQP0P05HEGNT,1000,4,0.8947169200954005,1.3097326951825963,773.3865703898093,0.4092842592263805
3RTP7PB5KH5JJKYAK9VF,1000,5,0.7845623197480347,1.3445054091068673,884.2964657731849,0.40464367789255673
3S4Z4NF8JWY95P5M8G8X,1000,5,0.8269076112214385,1.7158015797229293,1169.4618549515876,0.45250486964675796
3T1DHQGNHNEJNGDVJ86C,1000,5,0.6985980618042322,1.060009365345108,723.011183785691,0.4314760571784276
3TETN86N8834E5E5E3KY,1000,4,0.8831457232384817,0.7287850890960038,339.40396840026386,0.34980522089942756
3W2PHY7VB71PY4W9PMRW,1000,4,0.963959249857375,1.3924959629194575,452.3801946819977,0.35316046515057836
3W4RNCYRBZNK6GA4FES1,1000,3,1.4468081595401887,0.7706921133812027,252.79420312379526,0.32541702322252286
3W8P01BSR3QNNA2JH2SK,1000,2,1.3808909133368665,0.7998335258214021,117.72441901161964,0.21812080245076387
3YVHJMEPZ170KW4EMSPE,1000,3,0.5397543122574223,3.149483300175413,2173.284955548695,0.5823278657912183
403GPY64NTV1PH9M9RGT,1000,5,0.9583220743058105,0.863292952221585,479.7826689143315,0.35299710613883234
40KRY3Z1AYQQXZCZXEZK,1000,2,1.4697906723060294,0.7646259694583608,131.5879351341079,0.20930466864498293
40XGEZJBB7THHX5BB0YJ,1000,5,0.7005621247041021,0.8367392424377299,1169.965669883533,0.4011328382780724
41EVSFCSAKNSHF550D68,1000,2,0.5858585135072494,2.1968987302210357,1173.4607550685928,0.5178383646151771
4200Y6GVS7S38NM8C7YF,1000,5,0.827421962602708,0.7183767359676406,974.0252607971154,0.36543902685228274
4229VBDKMVCTF8CXY8GZ,1000,5,0.7414408048629412,1.5112528627198552,1107.6836839181644,0.4246075295700023
43Z8Q3SBZ8XT53SB2WMJ,1000,2,0.758582440308788,1.6188833158081195,556.3452810247046,0.3951977122216481
44DZ0KV25R64870NRNHR,1000,4,0.7469017719771744,0.5993514102668132,788.4255701091757,0.35621751533720125
44GRNADWWZMFV0C9CGKQ,1000,3,0.731831365189051,1.592439694487325,1034.5976573060127,0.45508190250087377
44NXREPHDK93VZA9Q6NN,1000,4,0.6085979982664561,1.5174340717144361,1727.952728305997,0.5077888331630802
44VTP4E0VERSMK6BHN5Z,1000,4,0.7259183058751727,1.574637772829496,701.0739365711164,0.42051840211867886
45JFWRTTJHPHBGT52FX8,1000,2,1.2590500772737474,1.1482924622459794,264.3894512929232,0.28696086998637704
45JH7E5PQ4VT8F8XB951,1000,3,0.8445993624421088,1.1119988994613463,790.6169264267832,0.33806010735664427
46EBNP3N8V1ADZ4JG5H7,1000,5,0.9335734293246416,0.8051903144696593,541.8801267538146,0.3422050839045698
46EKC6V3ZEFH2WWZM6D8,1000,5,1.006200554448027,0.7830746843274948,557.9733013671284,0.30483709486035887
46N996JE91CR33M2D069,1000,2,0.8272969904132771,1.8188430254489316,579.7574341598059,0.4213462710630516
474WQ9NTN6AVZNJT2RMQ,1000,2,0.9008367171774919,1.5892585796591343,566.5733957307161,0.379331303364882
48CMSHXZFZA68TN5MTFD,1000,4,1.1821394988278773,0.8165908855811596,328.1168722588359,0.2707742246457042
499KYKZEF8SGHS4CCT5T,1000,5,0.7567186741430039,0.8669385732292448,665.5580603486811,0.4010898065253002
4A4PS9DY24PJ8H500JMX,1000,3,0.6419920975023908,1.618884235270201,944.1826748236298,0.4828793381225937
4A53CY5ADYSSZPWEDEXY,1000,4,0.8459184853947845,1.489991913027633,861.0679800711885,0.3926461373642179
4AM6ZPR72PV62RM42YBT,1000,4,0.8368837874400663,1.2906134210392846,513.4494728047166,0.39612738282107857
4BW8YF4NSYAGHV3AESFD,1000,3,0.7543752585141075,1.5375214421424563,681.7934542921552,0.4282572769327209
4C6FGFRRSP57MHVBRV9R,1000,2,0.815563282093595,1.4613932882832668,456.5658012190139,0.36415393872762525
4CDJ1F6BC8VSJXD6HCCR,1000,4,0.7959338143565291,1.4889393723987367,1009.6235341972179,0.43613308797251393
4CJ0PHQ26SPANDV2RW1Z,1000,5,0.7738778764322454,1.8802654852280798,920.4654645177804,0.42347283357759846
4D3QFG0F9ZJ9E0Y4BZV5,1000,4,1.3391673056456272,0.7081904455277827,247.79200444398228,0.2458462390367419
4DDA8JDG491XWFH9MC7N,1000,3,0.635382530825532,0.8318580324311456,900.57200194856,0.44271183481338305
4E7Y7W3ENHHGZ49ENJXQ,1000,2,0.9879609623812879,1.1708865218797484,266.3410058627017,0.29901658091621175
4E82638C8WJ4QYVGNVS3,1000,3,0.6527737325728462,1.771664880253695,1130.9249582753812,0.5323836875383984
4EJ4B5XCWS3FCPXDC1FK,1000,3,0.8863218016383504,0.8311091097780375,629.1053828574163,0.2943062809383195
4ENRF21GAG0C596YSTKB,1000,2,0.5604195726832996,2.362322708219961,1107.4647272917778,0.5344344695233949
4F6ASNSCSPGKVRGMKRQF,1000,4,0.944145218566713,0.2794888676269002,376.48839047584136,0.2739684331156667
4FAWNW0J453Z6CP6WKHJ,1000,3,0.7742102622853299,1.3996236591878852,1241.9962218687822,0.43610034870755976
4FXBK1C51RK6WBM1DE2H,1000,2,1.4229938417999317,0.7746353857948465,109.66930762442925,0.21073317770514838
4G0BJYWBZD3RYVSXWNVM,1000,4,1.0074095081322612,1.0870969180216192,500.2534988514513,0.34321849056548326
4GBBP0GAREJREHHQZPJR,1000,5,0.7519022139248427,0.9416730360715855,615.3025386323304,0.41867472931191313
4GQF488AZE2JH36YZE07,1000,3,0.8970962903932378,1.1170694166097723,968.9557576516742,0.3875074489269783
