user,id,response
5BBCFB956A5A4E06B35BAC4D1B240707,1F6T8XWXAY5MXFEE1ZTH-YE76A1QDKCP85H90NB32,NONE
DD613E4F262A48B79A76E673087A1070,1F6T8XWXAY5MXFEE1ZTH-YE76A1QDKCP85H90NB32,A
5BBCFB956A5A4E06B35BAC4D1B240707,1F97SXJF4K3X269PANN6-QZYD9PPXWBMH3FCF3K5N,B
DD613E4F262A48B79A76E673087A1070,1F97SXJF4K3X269PANN6-QZYD9PPXWBMH3FCF3K5N,B
5BBCFB956A5A4E06B35BAC4D1B240707,1FHBJWD93B301W8WR8NB-X1X18B94MK7A4B0AXESH,A
DD613E4F262A48B79A76E673087A1070,1FHBJWD93B301W8WR8NB-X1X18B94MK7A4B0AXESH,B
5BBCFB956A5A4E06B35BAC4D1B240707,1GDAE26W9JBHMDBXZMW0-2MWT5C0QXAKGNBFCCGAW,A
DD613E4F262A48B79A76E673087A1070,1GDAE26W9JBHMDBXZMW0-2MWT5C0QXAKGNBFCCGAW,A
5BBCFB956A5A4E06B35BAC4D1B240707,1KD7GNR5FWVYN43RA4WX-NAR49C8QA2VKJQ47ND4H,A
DD613E4F262A48B79A76E673087A1070,1KD7GNR5FWVYN43RA4WX-NAR49C8QA2VKJQ47ND4H,B
5BBCFB956A5A4E06B35BAC4D1B240707,1KGHNBT2DJ5MV0WXQVD5-B03G7R8RKRQJK46NPP15,A
DD613E4F262A48B79A76E673087A1070,1KGHNBT2DJ5MV0WXQVD5-B03G7R8RKRQJK46NPP15,A
5BBCFB956A5A4E06B35BAC4D1B240707,1MS0M45HTJEHERBX2R4G-RCTR9JFCTS1Z4Z9S2V1Q,A
DD613E4F262A48B79A76E673087A1070,1MS0M45HTJEHERBX2R4G-RCTR9JFCTS1Z4Z9S2V1Q,NONE
5BBCFB956A5A4E06B35BAC4D1B240707,1NA9CDN3MM5MQ5QQDRBR-S3Q1Q2RER3V3BPFSME2T,A
DD613E4F262A48B79A76E673087A1070,1NA9CDN3MM5MQ5QQDRBR-S3Q1Q2RER3V3BPFSME2T,B
5BBCFB956A5A4E06B35BAC4D1B240707,1NF4ZG2Q62Y7SYCV1WRJ-CNWQE2DNPMQSYFZBHHVN,A
DD613E4F262A48B79A76E673087A1070,1NF4ZG2Q62Y7SYCV1WRJ-CNWQE2DNPMQSYFZBHHVN,A
5BBCFB956A5A4E06B35BAC4D1B240707,1PK4R7GTBV5R9V3E6XXP-JP9EBD99TM8WHWHNJM9D,B
DD613E4F262A48B79A76E673087A1070,1PK4R7GTBV5R9V3E6XXP-JP9EBD99TM8WHWHNJM9D,B
5BBCFB956A5A4E06B35BAC4D1B240707,1PMHEJD96XF8KCVZDPQM-EA7WVQFGJ4N45XT9KQ4X,A
DD613E4F262A48B79A76E673087A1070,1PMHEJD96XF8KCVZDPQM-EA7WVQFGJ4N45XT9KQ4X,A
5BBCFB956A5A4E06B35BAC4D1B240707,1RHZD11ZK7T2ZBWN8RDZ-ZC19YH16RA2JAP7STN4J,A
DD613E4F262A48B79A76E673087A1070,1RHZD11ZK7T2ZBWN8RDZ-ZC19YH16RA2JAP7STN4J,NONE
5BBCFB956A5A4E06B35BAC4D1B240707,1RVWF7K7RMP7B7W7362Y-2EBTSR67QV4DW516PK5C,B
DD613E4F262A48B79A76E673087A1070,1RVWF7K7RMP7B7W7362Y-2EBTSR67QV4DW516PK5C,B
5BBCFB956A5A4E06B35BAC4D1B240707,1RZQ0DRE2G3787C1KJPD-NYWPHMNEWC5Z6V0KYEHF,B
DD613E4F262A48B79A76E673087A1070,1RZQ0DRE2G3787C1KJPD-NYWPHMNEWC5Z6V0KYEHF,B
5BBCFB956A5A4E06B35BAC4D1B240707,1RZZSKF2TZFQZMQ9VCX7-A3GASRKBX4584T3TJTND,B
DD613E4F262A48B79A76E673087A1070,1RZZSKF2TZFQZMQ9VCX7-A3GASRKBX4584T3TJTND,B
5BBCFB956A5A4E06B35BAC4D1B240707,1S58VHQTFVVM5XBQDRP3-V7QE6EDD3BTAWQCAKE7V,A
DD613E4F262A48B79A76E673087A1070,1S58VHQTFVVM5XBQDRP3-V7QE6EDD3BTAWQCAKE7V,A
5BBCFB956A5A4E06B35BAC4D1B240707,1SP9CNZT15VZZ26R17DE-KVSJN0WWYYQEBK1JNM87,NONE
DD613E4F262A48B79A76E673087A1070,1SP9CNZT15VZZ26R17DE-KVSJN0WWYYQEBK1JNM87,A
5BBCFB956A5A4E06B35BAC4D1B240707,1SRBQ32K1RDZJB5FEHBV-SNF0YEGZ1BP2HXAXXNMH,A
DD613E4F262A48B79A76E673087A1070,1SRBQ32K1RDZJB5FEHBV-SNF0YEGZ1BP2HXAXXNMH,A
5BBCFB956A5A4E06B35BAC4D1B240707,1VWQ50YW8K2007P0PGZK-Q99X42X6X4T9PV2V4JRC,NONE
DD613E4F262A48B79A76E673087A1070,1VWQ50YW8K2007P0PGZK-Q99X42X6X4T9PV2V4JRC,B
5BBCFB956A5A4E06B35BAC4D1B240707,1W6SYN8BV79XWZ1XTWNK-XDAZW5GE896TQS05Z992,B
DD613E4F262A48B79A76E673087A1070,1W6SYN8BV79XWZ1XTWNK-XDAZW5GE896TQS05Z992,A
5BBCFB956A5A4E06B35BAC4D1B240707,1X745R79RNB0BYTBXAC5-AZ843HXCQ4F1848BATD5,A
DD613E4F262A48B79A76E673087A1070,1X745R79RNB0BYTBXAC5-AZ843HXCQ4F1848BATD5,A
5BBCFB956A5A4E06B35BAC4D1B240707,1XTZ54TH2VAR4HG1FDSW-GPFDTQ1NCTMQW8X2P3KT,NONE
DD613E4F262A48B79A76E673087A1070,1XTZ54TH2VAR4HG1FDSW-GPFDTQ1NCTMQW8X2P3KT,B
5BBCFB956A5A4E06B35BAC4D1B240707,1YR8V2CXCGVAWEY6CYE1-2108P4JD16W2SYNKXZ08,B
DD613E4F262A48B79A76E673087A1070,1YR8V2CXCGVAWEY6CYE1-2108P4JD16W2SYNKXZ08,B
5BBCFB956A5A4E06B35BAC4D1B240707,200JFPYDBJX8V17TXHKY-ZTTVA6E0DTZSDEHCCX82,A
DD613E4F262A48B79A76E673087A1070,200JFPYDBJX8V17TXHKY-ZTTVA6E0DTZSDEHCCX82,A
5BBCFB956A5A4E06B35BAC4D1B240707,205GQS4YY9SNFJ6JQMNY-GK6RKATXA3ET6TV1125H,A
DD613E4F262A48B79A76E673087A1070,205GQS4YY9SNFJ6JQMNY-GK6RKATXA3ET6TV1125H,A
5BBCFB956A5A4E06B35BAC4D1B240707,20PH8TYRPVA32KJFRB71-4ZBJ4NM2GY35719QBGK0,A
DD613E4F262A48B79A76E673087A1070,20PH8TYRPVA32KJFRB71-4ZBJ4NM2GY35719QBGK0,A
5BBCFB956A5A4E06B35BAC4D1B240707,20WTRYARKRZSGNMN713W-Y9PBNTM5GBF27TY1EP5K,A
DD613E4F262A48B79A76E673087A1070,20WTRYARKRZSGNMN713W-Y9PBNTM5GBF27TY1EP5K,A
5BBCFB956A5A4E06B35BAC4D1B240707,21D25R9NXYK8ZDX2H2FF-FJYABNT6WPR227PTFAQ5,B
DD613E4F262A48B79A76E673087A1070,21D25R9NXYK8ZDX2H2FF-FJYABNT6WPR227PTFAQ5,B
5BBCFB956A5A4E06B35BAC4D1B240707,21E8VZBZRK9ZPK819CWX-843NPVJKM1JRXGWZ96D4,A
DD613E4F262A48B79A76E673087A1070,21E8VZBZRK9ZPK819CWX-843NPVJKM1JRXGWZ96D4,A
5BBCFB956A5A4E06B35BAC4D1B240707,21FMS8GADT8E3P7CXRXC-DNGZJP5DGYE9R4WY0CE5,A
DD613E4F262A48B79A76E673087A1070,21FMS8GADT8E3P7CXRXC-DNGZJP5DGYE9R4WY0CE5,A
5BBCFB956A5A4E06B35BAC4D1B240707,22VY99NRDAHM8F90YMJW-ZFK5AY544JECYAKTJPD7,A
DD613E4F262A48B79A76E673087A1070,22VY99NRDAHM8F90YMJW-ZFK5AY544JECYAKTJPD7,A
5BBCFB956A5A4E06B35BAC4D1B240707,235S4B0PXBGHYTCGCKHN-BXTHQQE54JT6A9YCNWDH,B
DD613E4F262A48B79A76E673087A1070,235S4B0PXBGHYTCGCKHN-BXTHQQE54JT6A9YCNWDH,B
5BBCFB956A5A4E06B35BAC4D1B240707,239N5FFXB2HQFHCT6NDB-CADCHXF0ABRJ699H1BPK,A
DD613E4F262A48B79A76E673087A1070,239N5FFXB2HQFHCT6NDB-CADCHXF0ABRJ699H1BPK,A
5BBCFB956A5A4E06B35BAC4D1B240707,248BB292JVYM47NDVPSW-E0NP0X8EPB2W4TT1BFQZ,A
DD613E4F262A48B79A76E673087A1070,248BB292JVYM47NDVPSW-E0NP0X8EPB2W4TT1BFQZ,A
5BBCFB956A5A4E06B35BAC4D1B240707,2563ZSNG104Q5DAP7S14-QYS2E338D42T40XPHE83,B
DD613E4F262A48B79A76E673087A1070,2563ZSNG104Q5DAP7S14-QYS2E338D42T40XPHE83,B
5BBCFB956A5A4E06B35BAC4D1B240707,26FNQH23W9X7Y3RQYPY0-C6X8M9MFTDTK4SP0VYDY,B
DD613E4F262A48B79A76E673087A1070,26FNQH23W9X7Y3RQYPY0-C6X8M9MFTDTK4SP0VYDY,B
5BBCFB956A5A4E06B35BAC4D1B240707,2AJ1T7SSMF1259AE824X-HAE6X15XFGY07WPC6THV,A
DD613E4F262A48B79A76E673087A1070,2AJ1T7SSMF1259AE824X-HAE6X15XFGY07WPC6THV,A
5BBCFB956A5A4E06B35BAC4D1B240707,2B5HANDGR300YQ04KSDT-RMV181T8FMNZEBGGBFFV,B
DD613E4F262A48B79A76E673087A1070,2B5HANDGR300YQ04KSDT-RMV181T8FMNZEBGGBFFV,B
5BBCFB956A5A4E06B35BAC4D1B240707,2BKXE26F5F7SK9V0T6C2-MQAHDZ8MVVN6E36FKQV3,A
DD613E4F262A48B79A76E673087A1070,2BKXE26F5F7SK9V0T6C2-MQAHDZ8MVVN6E36FKQV3,A
5BBCFB956A5A4E06B35BAC4D1B240707,2C5575WYT6Y2Q31Z2FKJ-APCX4XQ170CJ51EGF84K,A
